class order,adjacency matrix order,,,PHAL,PHAR,PHBL,PHBR,R1AL,R1AR,R1BL,R1BR,R2AL,R2AR,R2BL,R2BR,R3AL,R3AR,R3BL,R3BR,R4AL,R4AR,R4BL,R4BR,R5AL,R5AR,R5BL,R5BR,R6AL,R6AR,R6BL,R6BR,R7AL,R7AR,R7BL,R7BR,R8AL,R8AR,R8BL,R8BR,R9AL,R9AR,R9BL,R9BR,HOA,HOB,PCAL,PCAR,PCBL,PCBR,PCCL,PCCR,SPCL,SPCR,SPDL,SPDR,SPVL,SPVR,,LUAL,LUAR,CP07,CP08,CP09,CA02,CA03,CA04,CA05,CA06,,PVY,PVX,PVV,PDA,PDB,PDC,PVZ,CP01,CP02,CP03,CP04,CP05,CP06,,DX1,DX2,DX3,DVB,DVC,DVE,DVF,,EF1,EF2,EF3,AVG,AVL,PVS,PVU,PVT,,AN3a,AN3b,PVNL,PVNR,,CA07,CA08,CA09,PGA,,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,PVCL,PVCR,sum CI's,,DA04,DA05,DA06,DA07,DA08,DA09,DB03,DB04,DB05,DB06,DB07,DD03,DD04,DD05,DD06,AS08,AS09,AS10,AS11,VA08,VA09,VA10,VA11,VA12,VB05,VB06,VB07,VB08,VB09,VB10,VB11,VD09,VD10,VD11,VD12,VD13,sum gs bwmn's,,dBWML21,dBWMR21,dBWML22,dBWMR22,dBWML23,dBWMR23,dBWML24,dBWMR24,vBWML17,vBWMR18,vBWML19,vBWMR19,vBWML20,vBWMR20,vBWML21,vBWMR21,vBWML22,vBWMR22,vBWML23,vBWMR23,vBWMR24,sum gs bwm,,cdlL,cdlR,polL,polR,dglR8,dglL7,dglR7,dglL6,dglR6,dglL5,dglR5,dglL4,dglR4,dglL3,dglR3,dglL2,dglR2,dglL1,dglR1,gecL,gecR,grtL,grtR,aobL,aobR,pobL,pobR,adp,dspL,dspR,dsrL,dsrR,vspL,vspR,vsrL,vsrR,ailL,ailR,pilL,pilR,intL,intR,sph,sum ms muscles,whole motor system sum,gonad,hyp
30,32,R7AR,E,,,,,,,,,,,,8,,,,,,2,,14,,,,5,18,26,,1,11,2,,8,,,2,,,6,4,2,,,,,,,,,,,,,,,,2,,,6,6,,,11,10,,,2,,24,,15,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,,6
31,33,R7BL,E,1,,,,2,,,13,,,,2,1,,1,,7,,12,,,,7,8,14,5,8,,17,2,8,40,,,,,,,,2,,,,,,,,,,,,,,,,,,1,2,11,,,,15,,,5,6,48,,19,34,,,,,,,,,,,,,,,,,,3,3,,,,,,,11,6,5,,,,,,2,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,9,,,,,,,,,,,,,,,,,9,,2,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,8,17,,4
32,34,R7BR,E,2,,,,,,,21,,,,1,,3,3,,,,,2,,,,10,,4,6,,5,3,33,28,,,,,6,,,8,,,,,,8,,,,,,,,,,,,,,,,,3,,,,5,,86,,13,90,,,,,,,,,,,,,,,,,2,19,4,6,,,,,,14,5,,10,,,,,5,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,4,,,,,,,,,1,,,,,,,,,,,,,,1,,,2,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,15,,4
33,35,R8AL,R,,,,,,,,,,,6,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,1,,24,13,,,,,,,,,,,,47,14,,,1,,,,,,,1,21,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,3,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,
34,36,R8AR,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,7,20,,3,,,,,,,,,,,61,,,,,,,,,,,12,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,
35,37,R8BL,R,,,,,,,,,,,1,1,,,,,,,11,19,,,,1,,,,,,,1,,5,,18,8,,5,2,,,,,,,,,,,,,,,,,33,4,,3,2,,,,,,,11,2,2,,16,,,3,,,,,,,,,2,,,,,,17,,75,,,,,,,,,29,,,,,,12,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,
36,38,R8BR,,,,,,,,,,,1,13,9,,,,,,,4,10,,,,,,,,,,,11,2,2,9,19,17,1,4,7,,,,,1,,,,4,,,,2,,2,,7,58,,3,,,,1,,,,,7,11,,,,1,,,,,,,,,,,,,,,,108,28,21,,,,,,,,,19,35,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,
37,39,R9AL,R,,,,,,,,,,,4,,,,,,,,2,,,,,,,,,,,,2,,6,,10,,,,9,,1,7,21,,,,,,,,,,,,,26,,,8,1,,,,,,,11,13,13,,6,,,,,,,,,,4,,10,,,,7,,1,,19,,,,,,,,9,2,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,4,,
38,40,R9AR,R,,,,,,,,,,,1,,,,1,4,,,,,,,,,,,,,,,,2,,24,4,6,,,,,5,1,3,14,,2,,,,,,,,,,14,35,25,13,9,,,9,1,,,4,27,26,,,,,,5,,,,,,,,,,,,,,,2,,1,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,
39,41,R9BL,E,,1,,16,,,,12,,,,,,,,,,,,2,,,,,,,,31,,,,19,,,21,,30,1,13,35,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,14,,,,,,,,,,,1,,,,,,,45,91,1,1,,,,,,7,,6,,,,,,,,,,,,,,8,,8,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,,2
40,42,R9BR,E,,,,,,,,,,,3,,,,6,,,,4,,,,,12,,,5,,,8,4,17,,,,13,,11,30,1,,,,,,,,,,,,,,,,,,2,1,8,,,4,,,,,4,15,,7,,,,,,,,,,,,,,,,,,8,55,,,,,,,,,,,28,,,,,,,,,,,,,,3,3,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,,1
41,43,HOA,R,,,2,4,,,,,4,,,10,,,20,1,,,,,,,,,,,,7,,,1,,40,45,,,,,,,,4,7,10,,8,,,,,,,,,,134,84,,,,,,,,,,2,,1,,13,1,82,5,38,,13,,,,,,,,,,,,,,,90,,,,,,,,,1,,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,
42,44,HOB,F,,,,,,,,,,,12,9,,,14,7,,,,,,,,,,,,,,,,,16,6,2,,13,3,,,94,20,52,51,4,7,,2,5,44,2,1,3,,,25,17,,,,,,,30,20,,7,,29,,27,,57,57,31,6,15,12,6,,19,22,24,,,37,25,,48,31,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,
43,45,PCAL,R,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,55,49,1,,18,,,,16,,6,,43,,,,,,,,,,,4,2,32,10,,,,,,1,,,113,7,,3,,,2,4,11,11,2,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,6,,11,,22,,11,,,,,,,,,,,,,,,,,,50,50,,
44,46,PCAR,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,71,,1,,14,,,8,4,4,,,67,,,,,,,,,,,4,35,43,,,,,2,10,,6,160,10,,1,,,,,,,,1,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,10,,2,,22,,34,,,,,,,,,,,,,,,,,68,69,,
45,47,PCBL,F,,,1,,,,,,,,3,,,,,5,,,,,,,,,,,,,,,,,4,,,,,,,,,1,15,,,2,13,6,18,,,,,,,17,,8,,,,,,,19,,21,8,,,,,6,,4,18,3,15,,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,5,,1,,48,,24,,3,,,,,,,,,,,,,,,,81,81,15,
46,48,PCBR,F,,,,,,,,,,,,3,,,,,,,,6,,,,,,,,,,,,3,,6,,,,2,,,3,5,,14,2,,,8,,5,,,,,,2,38,,,,,,,18,18,,32,5,1,,,,10,,,,17,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,15,,4,,71,,56,,,,,,,,,,,,,,,,7,154,155,10,
47,49,PCCL,F,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,1,25,14,,,,9,,,,,,,,,,7,,,,,,,,,,,,,,4,15,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,21,,24,,,,,,,,,,,,,,,,,,45,45,121,
48,50,PCCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,13,9,2,,,14,,,3,,,,,,,,,,,,1,,,,,,,,,,,,6,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,21,21,122,
49,51,SPCL,F,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,2,,3,,,,,,,,,,,,,,,,,,4,,,,,,,,1,,,,,6,7,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,31,,,,24,,,,,,,,,,,70,72,14,
50,52,SPCR,F,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,1,8,3,,,,6,,,,,3,,,,,,,11,9,,,,,,5,,,6,,,7,7,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,27,,,,8,,,,,,,,,,37,37,36,
51,53,SPDL,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2,6,,,,,,,,,,5,3,,,,,,,,21,7,12,4,,,,,,,,,1,,,,,,,,,,4,,,,,,,,,,,1,,,,,,,,,,0,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,3,,15,,,,,,,,,,,,,,,,,7,,,,,,7,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,17,6,,,,,,30,52,,
52,54,SPDR,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,3,3,,,,,,,,,,,,,,,,,,,3,,7,9,1,,,,,,,,2,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,7,4,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,17,,,,,,23,44,,
53,55,SPVL,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,57,38,,18,,,,,,,,,,2,,,1,,3,,,,17,,,,,,,,,,,,,,,,,,,,3,,2,,,,,10,11,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,1,10,8,20,,75,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,75,,
54,56,SPVR,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,10,58,55,11,,,,,,,,,,,2,,,,,5,,,,9,,,,2,,1,,,,,,2,,,,10,,,,,,2,,,,,5,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,6,25,,,,,,,,,,,,,,,,,,4,10,,,45,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,45,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,91,LUAL,R,,,,,6,,,,1,1,36,,,,,,,,,5,,,,,,,,,,,,,11,1,,1,,1,,,37,5,5,,41,3,,,,,5,,,,,2,17,,,,,,,,2,,40,35,,4,,,,10,20,27,,,1,,,,,,,,,,,,,47,,,4,,,,,1,4,,,,,1,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,
56,92,LUAR,R,,,,,,,,,,,,16,,,,,,,1,2,,,,,,1,,,,,,,1,12,2,,,,,,25,11,,,,54,,,,,,3,,,,11,,,,,,,,10,,,55,38,,5,1,,62,,,,30,,,,,,,,,,,,,,,30,,,,,,,,,4,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,,,,3,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,5
57,83,CP07,,,,,,,,,,1,5,,,,,10,,,,,,,,,,,18,,,,5,,,,5,,,,9,,,,,,,,,,,,,,,,,,,,9,,3,,,,,,,,53,39,,41,,3,,,,,,,,,,,,3,,,,1,9,2,1,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,,,7,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,
58,84,CP08,,,,,,,,,,3,11,,,,,,,,,,,,,,,7,4,,,8,2,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,5,,,,,,,,44,18,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
59,85,CP09,,,,,,,,,,,,,,,,11,8,,,,,,,,,16,19,,,1,26,8,,11,,,,8,2,3,8,1,,2,,,3,,,,,2,,,1,,,,41,39,17,,,2,,,,,34,97,,67,2,,,,,,,,,,,,,,1,,,,3,,,,,,,,,,,,,,,,4,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
60,96,CA02,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
61,97,CA03,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3,,,,,,,,,,,,,,,,,,,,,1,3,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,
62,98,CA04,E,,,,,,,,,,,,2,,,,,3,4,,,,,,,,2,,,,4,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,3,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,2
63,99,CA05,F,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,8,5,2,2,4,1,1,,5,,,6,,,,,1,,,,,,1,,,,,6,,,3,4,,,,,,,,4,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,,8,,
64,100,CA06,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,4,,1,2,1,,,,,,,,,,,,,,3,,,,,,,,,1,4,2,6,8,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
65,71,PVY,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,30,,,3,,,,,33,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,
66,89,PVX,R,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,3,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,2,,,,,,,,,32,21,8,18,4,4,,,87,,2,,1,,,,,,,14,16,,,,10,1,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,,5
67,90,PVV,E,,,,,4,,,2,,,,,3,2,,,,,,,,,,,,,,,2,,1,1,,,,,,3,,,,,,,,,,,,,,,3,2,,,,4,1,,,,9,,,,3,1,4,,,1,6,,,,,,,,,,,,,,,,,1,,8,,,,,,1,9,2,3,,,,,,,7,10,,4,,,6,,27,,,,,,,,,,,,,,,,8,,,,,,,,,8,,,,,,,4,,2,3,8,26,,,,,,,,,,,,,,,,,,2,16,,,18,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,128,,
68,86,PDA,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,,,,,,,7,,,,7,,,,,,,,,,,,,,,,,10,,,1,1,1,3,3,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,
69,87,PDB,E,,,,6,,,,1,,,,,,,3,,,,,,,,,5,2,1,,,,,1,,,,2,,6,3,3,3,1,2,,,,,,,,,,,,,,,1,5,,9,,,,1,,,2,,,,4,,,,,,,,,,,,14,,,,,,,4,17,,,,,,,,,5,1,,6,,,1,,,,,,,,,,0,,,,,,,2,,,,,2,,,,6,,,,22,,,,,,,,,,,,,,,,,39,,,,,1,,16,6,11,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,,
70,88,PDC,E,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,,,,,,2,,,,,,,,,,12,,,,3,,,,,,,,,,,,,,,,4,12,,,3,,5,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,
71,134,PVZ,R,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,1,,,,,1,,3,6,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,1,22,12,,,,,,,1,2,1,,2,1,,,,,4,11,21,10,7,,,,,,,,,,,,2,10,33,13,9,2,21,7,,2,,,,,,,,,,,,,,,,,,,3,,4,4,2,,,,,,,,,,,,,,,,,,6,16,,,,,,,230,,
72,104,CP01,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,2,,,,,,,,,,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,5,,,,,,,,,,,,,,,,,,,,6,,1,,,,,,,,,,,,,,,,,,5,7,,,,,,,27,,
73,105,CP02,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,3,,14,9,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,11,,,2,,,,27,,
74,106,CP03,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,7,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,,,,,,,21,,
75,107,CP04,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,5,7,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,2,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,5,15,6,4,,5,10,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,12,,,,,,,84,9,
76,108,CP05,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,17,,4,,3,12,,,10,,,,,6,,,,1,,14,2,,,,,,,,10,14,,,9,,37,,,,,6,,7,1,,6,,4,3,2,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,8,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,10,,,,,,,5,,,,,3,,,,,,,37,46,
